"rev_Mean","mou_Mean","totmrc_Mean","mou_Range","mou_cvce_Mean","mou_rvce_Mean","owylis_vce_Mean","mouowylisv_Mean","churn","totrev","avgrev","avg3mou","avg6mou","hnd_webcap","eqpdays","Customer_ID"
97.54,482.5,114.99,289,170.24,66.41,47.33333333,38.12,0,3690.11,71.72,545,510,"UNKW",4,1000464
88.24,631.25,94.99,94,319.4066667,143.3866667,52.33333333,43.12666667,0,6207.64,116.86,633,509,"WCMB",410,1000465
76.625,145.5,41.535,148,48.54,46.41,9,14.75666667,1,2439.96,49.05,158,131,"NA",1504,1000466
103.21,1525.5,75.995,507,597.1033333,331.26,74,118.8133333,0,5786.86,108.89,1495,1518,"WCMB",663,1000467
61.6175,674.25,55,284,385.77,126.5933333,14.33333333,10.75,1,2639.92,60.44,618,506,"WCMB",463,1000468
51.865,151.25,50,132,69.50333333,38.37333333,5.666666667,3.696666667,1,3061.1,53.8,180,204,"WC",932,1000469
58.1225,410,50,177,133.3333333,88.55333333,17.33333333,16.53666667,0,3633.2,69.79,382,459,"WCMB",538,1000470
87.07,196.5,6.715,415,132.14,33.71333333,4.666666667,5.36,1,4934.14,92.04,219,1392,"WC",876,1000471
30.3225,51.25,30,66,13.6,10.7,1.333333333,1.9,0,1649.55,32.65,45,59,"NA",1145,1000472
77.5,655,85,262,249.3633333,166.3766667,36.33333333,26.64,1,3435.26,68.25,708,736,"WCMB",533,1000473
80.72,720.25,80,98,365.84,187.0733333,22,23.41333333,1,3001.26,81.41,735,746,"WCMB",527,1000474
35.99,421.5,35.99,131,217.32,95.55666667,30,35.79,1,2183.87,50.8,396,393,"WCMB",430,1000475
80.56,616.75,75,156,367.37,81.60333333,26.33333333,47.5,1,5663.82,102.73,591,647,"WCMB",66,1000476
12.96,17,12.7125,14,8,0,0,0,1,1092.23,18.38,20,20,"NA",1502,1000477
51.455,509.25,59.99,229,322.6366667,25.97,25,25.84,0,2446.63,51.57,498,535,"WCMB",195,1000478
41.6225,273,28.0875,347,190.5633333,80.32,18.66666667,24.23,1,5946.72,111.81,308,322,"WCMB",88,1000479
60.06,515.75,50,196,248.2133333,67.28333333,18.33333333,19.36666667,0,3448.78,66.43,480,598,"WCMB",423,1000480
93.575,1804,75,482,641.8166667,600.8433333,54.33333333,91.84,0,4817.59,101.55,1736,1796,"WCMB",341,1000481
56.2775,483,50,414,358.51,50.32666667,3.333333333,4.786666667,1,2769.24,55.61,471,485,"NA",1548,1000482
63.2975,381,50,162,124.9666667,109.0233333,34,55.43666667,1,2937.17,63.12,345,232,"WCMB",231,1000483
12.845,100.5,9.8375,147,67.71333333,14.93333333,8,9.95,1,1869.33,40.41,107,132,"NA",601,1000484
84.875,781.25,80,309,352.15,175.7033333,9.666666667,13.75666667,0,4556.51,88.96,827,946,"WCMB",86,1000485
72.6525,493,50,355,123.75,144.7666667,47,50.58,1,2934.45,62.41,420,406,"WCMB",135,1000486
42.2,64.5,52.2,92,15.21333333,19.7,3.666666667,1.903333333,1,2131.03,41.75,84,103,"WCMB",615,1000487
40.525,835,50,199,103.9633333,438.87,1.333333333,5.356666667,0,3072.81,60,866,845,"WCMB",15,1000488
107.9125,285.75,42.515,531,185.7066667,246.9766667,18.33333333,18.05333333,1,2076.92,39.15,367,221,"WC",802,1000489
101.655,1361,94.99,781,452.9666667,213.2633333,58.66666667,60.30333333,0,5458.61,108.78,1502,1129,"WCMB",155,1000490
117.6,1409.5,81.25,594,690.49,219.34,42,33.02333333,0,5162.17,96.99,1390,1527,"WCMB",98,1000491
97.985,1194.75,90,795,420.4933333,276.6266667,69,57.00333333,1,4734.51,96.92,1215,1132,"WCMB",67,1000492
87.1225,1642.5,60,748,633.41,546.32,33.33333333,38.57,1,3932.05,83.92,1686,1779,"NA",202,1000493
332.735,2935.25,199.99,1583,956.26,762.4933333,79.66666667,94.21666667,0,7913.08,209.49,3193,3041,"WCMB",382,1000494
53.5275,197.75,29.99,247,62.02666667,83.01,6,2.916666667,1,2842.01,55.09,244,222,"WCMB",349,1000495
56.3825,603.5,50,63,233.1833333,150.2266667,53,34.23666667,0,4234.35,89.37,611,664,"WCMB",524,1000496
23.75,25,25,39,17.11,1.9,0,0,1,1544.59,29.21,22,21,"NA",1607,1000497
88.24,454.25,84.99,213,158.7266667,91.97666667,18,11.19,0,3971.55,71.56,486,521,"WCMB",250,1000498
161.0775,1782,159.99,777,522.8166667,429.1466667,90,67.85666667,0,7352.03,157.73,1643,1736,"WCMB",126,1000499
50,305.75,50,67,122.9333333,64.72666667,18.33333333,13.43666667,0,2795.16,57.16,314,388,"WCMB",3,1000500
104.9025,305,75,167,143.0533333,25.62,1.333333333,0.9,1,6890.37,147.26,326,281,"NA",1390,1000501
54.275,135,50,532,14.41,5.01,0.666666667,1.21,1,2722.43,58.26,180,356,"NA",454,1000502
123.7275,390.25,50,613,145.1233333,27.49666667,14.66666667,20.19333333,1,3676.67,91.9,440,430,"WCMB",437,1000503
27.245,8.75,27,27,6.563333333,0,1.333333333,0.56,1,1789.73,38.24,2,79,"NA",1437,1000504
80.8125,473.5,29.99,153,122.98,162.4133333,8,9.586666667,1,2153.18,47.96,467,369,"NA",1437,1000505
70.515,501.25,42.615,68,182.78,160.83,15.66666667,10.16333333,0,2318.69,55.05,494,558,"WCMB",92,1000506
91.18,1398.75,75,362,221.2733333,280.0733333,10,24.00666667,1,4593.97,93.24,1357,1499,"WCMB",62,1000507
72.12,618.25,42.7325,904,140.68,156.1966667,8.333333333,6.09,0,6014.82,116.48,508,636,"NA",421,1000508
75.9225,804.75,75,289,209.8466667,274.3266667,21.33333333,21.17,0,3770.46,80.35,772,792,"WC",574,1000509
210.3866667,1634.666667,101.9233333,2092,408.02,492.11,46.66666667,63.19333333,1,1627.75,35.85,873,522,"WCMB",39,1000510
93.2,1032.5,75,549,263.4666667,340.8366667,63,71.50333333,0,8432.51,176.62,949,1627,"WCMB",268,1000511
117.96,1455.25,75,541,458.9033333,663.0066667,44.66666667,45.57666667,0,3612.87,71.99,1519,1556,"WCMB",103,1000512
79.425,832,75,1385,183.63,243.5566667,1.666666667,2.376666667,0,4806.2,127.61,1109,1107,"WCMB",555,1000513
55.6025,368.25,50,368,197.9733333,79.85666667,12.66666667,14.82333333,1,2996.87,60.92,436,356,"WCMB",367,1000514
129.78,928,99.99,446,345.45,163.2366667,70.33333333,36.22666667,1,6600.7,138.27,864,844,"WCMB",212,1000515
34.3125,307.5,29.99,418,136.03,177.2533333,34.66666667,25.07,0,1763.69,33.55,363,288,"WCMB",556,1000516
84.03,1021.25,69.99,225,282.18,487.5233333,20,24.70666667,1,3414.56,76.3,1045,983,"WCMB",204,1000517
84.355,1269.25,75,608,433.8433333,586.43,50,81.79666667,0,4047.42,83.06,1304,1045,"WCMB",293,1000518
108.6675,1313.5,75,391,637.4,324.45,86.66666667,130.6033333,0,4783.81,86.22,1383,1349,"WCMB",428,1000519
113.3725,1858.75,75,292,713.82,486.3233333,50.66666667,21.65666667,0,4213.6,85.03,1896,1731,"WCMB",96,1000520
42.3275,633.75,49.99,944,270.37,169.04,29,31.93666667,1,3680.66,73.07,845,741,"WCMB",758,1000521
40,0.25,40,1,0.186666667,0,0.666666667,0.186666667,1,2393.09,44.2,0,143,"WCMB",507,1000522
131.115,2982.25,80,1437,1107.08,1147.01,113.6666667,169.6066667,0,5873.82,120.13,3120,3090,"WCMB",110,1000523
50.2475,421.5,50,301,180.78,90.11666667,9.333333333,4.756666667,1,2617.63,53.88,423,510,"NA",1542,1000524
90.0875,1731.75,75,650,745.66,450.3633333,71.66666667,51.75333333,1,4505.63,96.93,1728,1584,"WCMB",530,1000525
30.01,15.5,29.74,40,10.37666667,2.533333333,0.666666667,0.383333333,1,3236.42,67.91,21,17,"NA",436,1000526
81.6625,1090.5,55,865,320.78,281.3966667,33,22.02666667,1,4125.32,82.31,1089,1135,"WCMB",405,1000527
30,173.5,30,264,112.7566667,51.37,3.333333333,2.24,1,1523.87,29.71,208,234,"NA",1602,1000528
48.39,49,59.98,138,38.02333333,0.133333333,3.333333333,2.326666667,1,3203.99,62.43,19,11,"WC",501,1000529
20.4,4.25,19,8,3.183333333,0.26,0,0,1,985.73,20.43,5,3,"NA",1494,1000530
77.465,935.25,84.99,355,334.0766667,212.1133333,67,54.73666667,0,4135.97,81.43,913,921,"WCMB",299,1000531
50.6975,220.25,50,78,108.9033333,18.28666667,8.666666667,9.28,1,2393.96,53.57,221,251,"NA",929,1000532
58.975,785,58,79,246.4033333,276.0666667,22,19.64,0,3110.93,58.65,767,754,"WC",861,1000533
25.87,22.5,24,45,9.153333333,0,0.333333333,0.023333333,1,1194.4,24.89,14,12,"NA",1494,1000534
142.77,1127.75,59.99,478,614.95,234.5566667,15.33333333,13.14333333,0,2719.53,65.72,1129,932,"WCMB",66,1000535
41.705,280,34.535,1016,59.35,31.43666667,10.66666667,8.186666667,1,7365.11,146.94,373,1952,"NA",77,1000536
30.27,204.25,30,78,72.12,11.28333333,8.666666667,4.006666667,0,1516.58,32.52,212,166,"WCMB",556,1000537
135.985,2241.25,80,585,946.8866667,415.2366667,117.3333333,126.7133333,0,6318.17,126.81,2126,1842,"WCMB",72,1000538
36.53,59.75,34.99,124,37.56,12.90333333,2.333333333,1.49,1,1757.03,37.38,69,66,"WC",888,1000539
71.0125,711.5,59.99,947,177.4566667,210.8166667,27,49.97333333,0,2533.79,52.13,839,689,"WC",872,1000540
114.9325,995.75,75,417,388.9966667,295.4033333,83,96.57333333,1,4674.43,92.6,1073,1020,"NA",53,1000541
121.07,743.25,49.99,94,228.44,230.6733333,36.66666667,25.23666667,1,4152.84,88.18,737,781,"NA",621,1000542
78.2225,1273.25,75,254,443.52,442.6066667,133.6666667,126.32,0,4667.09,101.02,1260,1228,"NA",647,1000543
104.4975,623,75,1456,125.1633333,156.3033333,8,12.07666667,0,4535.21,95.92,345,195,"WCMB",48,1000544
57.0125,383.75,49.99,128,165.8133333,88.28666667,5.666666667,3.74,0,2691.64,57.08,370,362,"WCMB",737,1000545
211.88,2762,94.3525,801,1253.286667,500.3633333,129,143.9633333,1,4986.14,98.96,2772,2574,"WCMB",683,1000546
63.725,974,45,624,394.2233333,225.95,58,44.08,0,2944.28,60.54,1022,1083,"WC",374,1000547
49.99,513.5,59.99,461,193,52.66333333,23.66666667,23.42333333,0,2551.64,49.39,468,480,"WCMB",427,1000548
48.3325,7,48.3325,17,2.013333333,0.5,1.666666667,1.913333333,0,2690.06,51.54,9,13,"NA",686,1000549
157.015,2041.75,84.99,572,863.3233333,406.9233333,120.3333333,117.94,1,5121.28,111.98,2135,1914,"WC",365,1000550
83.475,827,80,680,212.2166667,262.4366667,9,6.926666667,0,4549.79,86.21,762,710,"WC",256,1000551
32.44,95,29.99,80,65.28,0.36,0.333333333,0.16,1,1821.17,36.79,102,94,"WCMB",821,1000552
92.4175,1180.5,80,1015,299.1333333,396.3966667,79.33333333,123.14,1,8034.34,154.41,1065,1686,"WCMB",351,1000553
50,0,50,0,0,0,0,0,1,2628.09,51.65,0,0,"NA",1535,1000554
84.1625,1038.5,50,463,314.2866667,376.1666667,154.6666667,111.13,1,4206.36,86.46,961,861,"NA",860,1000555
84.66,1642.75,80,526,400.2133333,628.9266667,58.66666667,40.92333333,0,4295.59,85.82,1643,1465,"WC",153,1000556
53.4975,35,50,116,31.43,3.943333333,0.333333333,0.383333333,1,3517.1,68.18,47,56,"NA",1535,1000557
117.9775,1176.75,49.91,1453,726.9,236.2966667,39.33333333,80.32333333,1,1429.06,71.5,1326,977,"WCMB",100,1000558
75.0875,777.75,94.99,405,293.6633333,233.0566667,34.66666667,39.46666667,0,3484.73,82.4,809,939,"WCMB",223,1000559
110.645,2330.75,80,1750,1048.163333,330.0933333,106,79.16666667,0,3892.02,101.98,2143,2250,"WCMB",66,1000560
50.3175,675,49.91,398,429.78,96.84333333,18,11.95,0,1458.96,31.24,609,570,"WCMB",236,1000561
100.8325,2486.75,80,1475,646.6533333,725.5933333,101.6666667,105.6466667,0,4683.77,95,2669,2655,"WCMB",9,1000562
95.2975,894.25,51.9025,337,361.0766667,119.5166667,71,39.68333333,1,3143.26,94.34,846,702,"WCMB",360,1000563
36.4875,104.5,44.99,74,60.99333333,6.223333333,12,17.57,0,3350.57,69.16,106,185,"WCMB",455,1000564
104.2925,1005,104.99,631,581.23,185.09,19,19.33,0,2971.12,59.25,1053,910,"WCMB",382,1000565
95.2675,815.25,94.99,570,424.3966667,183.0733333,16.33333333,14.76666667,0,3140.83,66.85,932,850,"WCMB",99,1000566
65.5675,393,54.99,866,383.08,120.2566667,76.66666667,158.37,1,3811.69,72.15,498,564,"WCMB",746,1000567
79.8425,595.5,74.99,254,281.9333333,121.7833333,33,38.40666667,0,4153.87,83.06,608,667,"WCMB",85,1000568
55.335,144.25,54.7,466,46.50666667,44.54,12.33333333,11.76666667,1,6735.23,134.75,190,563,"WCMB",401,1000569
349.7325,3251.75,207.49,993,1793.956667,339.5066667,385.3333333,470.3066667,0,11529.73,327.17,3397,3164,"WCMB",358,1000570
93.055,2007.75,80,782,655.27,572.1966667,138.3333333,80.78333333,0,3996.19,86.61,2125,2160,"WCMB",179,1000571
300.2175,4830.25,80,1682,1725.863333,1382.246667,197,149.7766667,0,10159.28,201.22,5141,4674,"WCMB",225,1000572
163.385,1054.5,31.3575,1523,476.93,236.1266667,61.66666667,43.38666667,0,3723.07,76.11,1360,1134,"WCMB",11,1000573
81.225,227.75,59.99,51,152.8666667,8.686666667,2.666666667,2.58,1,2945.3,56.07,218,261,"UNKW",-3,1000574
63.3775,885.25,66.0375,1030,226.9133333,292.0366667,36,31.58333333,0,3811.45,75.97,1043,921,"WCMB",68,1000575
39.99,213.5,39.99,265,71.90333333,12.5,2.666666667,2.353333333,0,3663.01,69.21,164,125,"WCMB",37,1000576
155.1925,1350.5,75,903,119.8466667,96.53333333,20.33333333,15.52333333,1,4083.46,113.61,1470,1835,"WCMB",25,1000577
33.8475,323,24.995,543,148.25,59.28333333,13.33333333,10.02,1,3822.34,82.09,431,434,"WC",304,1000578
31.26,163.5,30,68,81.54333333,10.09333333,8.666666667,3.43,1,1964.99,42.96,151,199,"NA",1425,1000579
51.365,449.25,49.9975,274,0,0,0,0,0,2583.37,50.09,421,411,"WCMB",434,1000580
20.99,27,19.99,40,12.91,2.55,2.333333333,0.973333333,1,1997.05,40.5,28,33,"NA",1487,1000581
84.515,851.5,79.99,289,198.9733333,303.5366667,94.66666667,94.96,0,4081.34,84.57,823,764,"WCMB",413,1000582
93.975,1218,114.99,271,716.63,297.0466667,35,39.52666667,1,3121.4,64.96,1256,1266,"WCMB",372,1000583
109.4925,1637.75,83,1005,660.79,455.7533333,62.66666667,92.62333333,0,4694.59,96.93,1772,1574,"WCMB",636,1000584
4.75,0,5,0,0,0,0,0,1,2833.83,55.18,0,0,"NA",733,1000585
111.135,1310.5,84.99,379,515.5633333,470.0566667,86.66666667,91.20333333,0,6019.38,123.46,1239,1019,"WC",275,1000586
30.26,39.5,29.99,62,22.47,3.01,2.666666667,1.523333333,1,1109.78,23.63,43,45,"NA",1425,1000587
144.2325,1332.75,92.4475,878,278.0266667,454.71,58.33333333,85.50666667,0,5669.57,109.6,1302,1059,"WCMB",661,1000588
111.1275,1544,58,821,472.56,353.7133333,72,49.8,0,4023.34,82.38,1513,947,"WCMB",118,1000589
22.0225,23.25,19.99,58,8.483333333,2.943333333,0,0,1,3421.68,74.26,31,21,"WC",229,1000590
30.2225,43,19.99,99,18.53333333,2.65,2.666666667,3.166666667,1,3601.45,71.69,22,15,"NA",499,1000591
150.3625,1141,75,181,544.3133333,200.33,70.66666667,85.99333333,0,8137.41,156.53,1116,1019,"WC",720,1000592
102.47,1655.5,84.99,932,972.72,266.5933333,67,83.65666667,0,4537.7,89.72,1804,1630,"WCMB",361,1000593
34.99,109.5,44.99,162,54.55666667,10.53333333,1,0.306666667,1,2777.22,54.81,75,92,"WCMB",328,1000594
78.075,524,75,255,226.7833333,108.59,17.33333333,8.246666667,0,4044.85,77.5,551,555,"NA",1593,1000595
151.8775,1321,159.99,830,494.8866667,554.5533333,43.33333333,25.51333333,1,3580.72,74.37,1205,1348,"WCMB",261,1000596
80.99,1055,75,85,441.51,274.53,71,97.96333333,0,4358.49,89.33,1037,1008,"NA",1133,1000597
69.3175,415.25,55,285,175.47,55.92333333,25,30.22333333,1,3584.17,77.56,456,435,"WCMB",469,1000598
29.99,164.75,29.99,151,59.37,44.86,0,0,0,5766.82,119.78,148,127,"WC",523,1000599
89.05,1615.25,55,268,203.5266667,871.4466667,55.66666667,85.73,1,4217.08,84.29,1603,1569,"WC",575,1000600
276.1525,1680,100.87,1013,1122.793333,432.29,40,52.75,0,5670.9,109.64,1916,1698,"WCMB",630,1000601
40.08,213,32.49,110,92.22,25.8,18.33333333,8.513333333,0,2374.47,48.77,220,220,"NA",1485,1000602
75.675,309.5,75,295,159.7466667,82.4,21.33333333,19.37333333,1,3890.8,83.48,358,359,"NA",1071,1000603
82.0475,678.5,80,361,325.7566667,145.45,43.33333333,49.62,1,4570.11,90.71,670,601,"WCMB",337,1000604
5.045,0,5,0,0,0,0,0,1,1659.4,35.16,0,0,"NA",1004,1000605
12.215,126.5,30,37,43.70333333,36.38333333,10.33333333,4.25,0,1024.35,22.08,132,109,"WCMB",184,1000606
40.2375,420,39.99,187,0,0,0,0,0,1933.53,37.09,451,357,"WCMB",170,1000607
53.425,77.25,29.95,242,18.85333333,0,0.333333333,0.19,1,1685.05,32.13,101,63,"NA",1592,1000608
53.7625,859.75,59.99,125,0,0,0,0,0,2288.89,43.96,854,802,"WCMB",163,1000609
43.6325,477,29.99,262,154.22,139.8766667,8.666666667,8.953333333,0,1587.42,34.76,521,488,"WCMB",663,1000610
43.235,156.5,29.99,220,43.24333333,12.82333333,0,0,1,2496.43,51.47,144,156,"WCMB",81,1000611
97.8475,793.5,80,121,426.6533333,99.11,102.6666667,90.58,0,5004.24,99.38,808,998,"WCMB",26,1000612
49.44,288,49.7475,502,114.04,41.94,8.666666667,5.843333333,1,2747.2,56.8,382,380,"WCMB",458,1000613
34.99,419.25,44.99,360,328.89,9.256666667,4.666666667,3.81,1,2661.77,50.71,427,407,"WCMB",730,1000614
92.2975,929.75,79.99,570,386.3166667,207.1333333,42.33333333,52.62333333,0,6088.13,122.33,813,1199,"WCMB",283,1000615
84.4025,1861.75,82.95,487,818.9033333,570.9966667,41,27.77333333,1,3912.51,84.09,1788,1689,"WCMB",474,1000616
30.3225,93.5,30,70,33.84666667,10.66666667,8,5.97,1,2026.08,38.27,78,114,"NA",1293,1000617
51.1825,312.25,59.99,247,152.82,52.88333333,10.66666667,8.376666667,0,2633.68,56.81,328,242,"NA",650,1000618
45.7575,245.75,34.99,158,83.82333333,22.32,10.33333333,8.69,1,3030.71,61.44,272,543,"WC",728,1000619
138.965,694.75,50,698,304.3366667,165.13,27,29.72,0,3993.82,83.39,629,801,"WCMB",125,1000620
43.6275,320.5,32.49,32,112.1466667,77.36666667,15,6.58,1,2250.76,48.26,315,327,"WCMB",111,1000621
129.4525,1229.25,75,250,347.0166667,485.71,68.66666667,112.5466667,0,6319.58,121.06,1187,1166,"WCMB",204,1000622
35.39,404.75,44.99,152,188.0166667,125.43,60.66666667,33.68333333,1,3070,58.6,428,429,"WCMB",333,1000623
180.815,1412.5,74.99,691,611.8066667,360.8533333,84.66666667,109.1266667,0,6824.98,149.91,1373,1343,"WCMB",105,1000624
65.5925,468.75,57.95,794,172.5233333,98.10333333,24,28.57333333,1,2520.04,66.24,624,589,"NA",1482,1000625
44.23,175,29.99,151,29.05666667,11.30666667,2,3.23,1,3784.39,93.4,142,215,"NA",442,1000626
25.0525,16.25,24.99,47,5.066666667,0,1,2.386666667,0,1412.9,23.47,5,10,"NA",1589,1000627
25.93,2,16.99,2,0.896666667,0,0,0,0,873.84,18.66,2,3,"WCMB",110,1000628
55.3325,404.25,32.615,428,157.6133333,125.5733333,5,10.44666667,1,1857.92,40.49,341,450,"WCMB",168,1000629
236.0225,1493.5,70,1122,684.5,349.8533333,122.3333333,146.9833333,0,15023.95,331.26,1237,1376,"WCMB",147,1000630
84.805,1065.25,84.99,369,328.0533333,359.8433333,40.66666667,33.60333333,0,5057.55,98.59,1075,1005,"WCMB",322,1000631
110.7275,2119.25,90.9,504,687.23,529.1566667,224.6666667,203.6266667,0,5325.32,117.32,2217,2240,"WCMB",267,1000632
60.53,0,59.99,0,0,0,0,0,0,5008.6,109.44,0,0,"NA",721,1000633
81.3675,994.75,75,474,409.8266667,324.07,39.33333333,55.32,0,5118.9,107.07,981,990,"WCMB",162,1000634
195.1575,2571.25,159.99,830,0,0,0,0,0,9140.86,196.42,2730,2711,"WCMB",305,1000635
101.1725,984.5,84.99,1275,593.6466667,257.4433333,24.66666667,50.35,0,4960.57,97.42,1230,1241,"WCMB",39,1000636
17.73,19.75,16.99,33,5.986666667,10.81666667,0,0,1,1526.06,29.4,25,31,"NA",1527,1000637
122.72,1795,75,355,669.21,436.8966667,150.3333333,165.0666667,0,5180.08,107.58,1859,1658,"WCMB",134,1000638
85.525,1022.75,85,471,0,0,0,0,0,3764.89,75.84,1033,929,"WCMB",204,1000639
44.54,72,19.99,288,23.71666667,29.77666667,2.333333333,2.423333333,1,5163.61,106.6,96,111,"WC",345,1000640
208.6075,2982.5,75,904,1169.776667,911.0266667,91,134.73,1,8118.26,159.77,3109,3048,"WCMB",161,1000641
253.3975,2356.5,75,783,1124.496667,386.09,72.66666667,58.77666667,0,5772.51,125.3,2502,2149,"NA",323,1000642
5,0,0,0,0,0,0,0,1,996.71,64.01,242,328,"WC",1339,1000643
70.33,666.75,49.99,318,314.9466667,120.0533333,26.33333333,12.65333333,1,3526.73,61.8,709,668,"NA",410,1000644
118.2275,847.75,71.4425,415,228.8966667,442.3866667,41.33333333,53.70666667,0,2389.79,47.03,829,593,"WCMB",199,1000645
20.18,8,20,9,4.396666667,0,0.333333333,0.693333333,0,1031.32,22.17,8,12,"NA",1410,1000646
183.9275,1961.75,50,1329,793.1033333,556.3266667,65.66666667,75.33333333,1,5039.67,101.14,1659,1490,"NA",1527,1000647
83.09,1711.75,45,443,516.2066667,559.3466667,176.3333333,187.0666667,0,4346.9,94.48,1783,1666,"WCMB",109,1000648
30.27,220.75,30,126,126.59,33.25,10,7.476666667,1,1429.86,31.64,216,202,"WCMB",578,1000649
88.38,559.5,75,2013,262.3866667,8.386666667,8.333333333,10.72,1,4808.93,95.57,746,1161,"WCMB",27,1000650
85.4925,1059,75,502,209.51,141.7666667,54.33333333,38.21,1,4416.26,91.69,1017,1267,"WCMB",45,1000651
559.79,6336.25,75,848,3701.363333,807.7566667,285,328.1833333,0,19754.85,396.58,6291,6504,"WCMB",162,1000652
83.36,1059.25,55,737,157.5833333,476.5033333,32.66666667,62.56666667,1,5297.67,115.08,1144,1190,"WCMB",440,1000653
33.23,73.5,34.98,116,37.27333333,9.63,7.333333333,7.41,1,1770.43,36.62,93,90,"WC",991,1000654
30,118.75,30,89,71.61333333,1.706666667,4.333333333,8.41,0,2546.13,51.53,107,106,"WC",559,1000655
37.265,329,31.3275,655,92.24333333,47.16333333,8,8.123333333,0,5184.39,111.79,175,457,"WCMB",234,1000656
94.4275,728,84.99,256,329.1333333,169.7966667,48.66666667,89.20333333,0,4198.98,90.57,720,802,"WCMB",251,1000657
74.765,263.5,55,265,86.76333333,62.28333333,11,15.14666667,0,5520.66,106.43,288,426,"WCMB",226,1000658
44.915,249.5,30,149,135.7333333,36.96333333,11.66666667,13.54,1,2348.65,49.42,246,207,"NA",1065,1000659
20.3325,25.75,19.9075,84,1.143333333,1.116666667,0,0,1,2272.15,48.51,34,218,"NA",479,1000660
80,0,80,0,0,0,0,0,1,4880.79,93.53,0,185,"NA",785,1000661
75.7325,410.75,50,126,185.3266667,20.95,8,9.343333333,0,2858.47,59.07,380,406,"WCMB",620,1000662
81.7325,142.25,50,291,66.73,27.98666667,3.666666667,2.753333333,1,2770.58,54.76,174,166,"NA",1526,1000663
41.0275,220.5,44.99,163,118.6966667,42.28666667,4.333333333,6.843333333,0,2655.88,48.05,187,191,"WCMB",229,1000664
96.3425,749.5,89.99,212,247.08,195.8466667,44.33333333,42.64,0,4725.95,93.72,719,787,"WCMB",386,1000665
126.2075,395,34.5875,83,153.69,117.5333333,20,24.16666667,0,3350.82,63.64,396,377,"WCMB",112,1000666
58.5425,631.25,50,133,238.0466667,173.5666667,37.33333333,25.78,1,2576.54,55.35,618,554,"WC",270,1000667
96.9825,1526,75,237,622.6933333,521.5533333,36.66666667,58.74333333,1,4821.1,92.16,1490,1476,"WCMB",428,1000668
77.865,1567.25,54.99,289,230.4,775.1933333,17.66666667,17.73666667,0,2916.7,60.28,1599,1438,"WCMB",41,1000669
275.7175,2483.5,59.99,1706,1186.49,1315.6,95.33333333,310.0833333,1,4735.41,89.72,2634,1873,"WCMB",358,1000670
91.3575,934,75,347,301.34,282.6466667,41.66666667,53.93,0,3440.84,74.8,885,856,"NA",363,1000671
20.24,0,16.99,0,0,0,0,0,0,1075.41,22.14,0,1,"NA",1479,1000672
37.9375,124.25,29.99,228,94.79333333,25.09,1.666666667,1.006666667,0,1448.59,27.96,131,97,"NA",1586,1000673
64.875,637.25,50,202,427.4466667,37.43666667,5.333333333,5.49,0,3743.57,69.63,677,584,"WCMB",210,1000674
62.125,764.75,50,748,110.8866667,270.05,27.66666667,1.73,0,2578.76,53.15,728,617,"WC",664,1000675
56.9025,165.75,69.99,88,91.47,26.45,11.66666667,8.646666667,0,1823.58,38.75,174,129,"NA",345,1000676
50,203.75,50,163,79.71333333,63.17333333,14.66666667,13.88,1,2602.53,51.36,224,278,"WCMB",798,1000677
89.0875,1836,94.99,852,1022.37,944.03,20.66666667,17.8,1,4577.61,87.86,1908,1602,"WCMB",263,1000678
33.25,144,30,37,81.20333333,11.05333333,10.33333333,8.376666667,1,1559.76,31.38,149,175,"NA",1296,1000679
51.6875,176.5,50,257,111.5466667,48.62,5.333333333,4.393333333,1,4281.97,92.43,235,234,"WC",691,1000680
54.4575,739.75,39.99,246,221.12,264.2133333,115.6666667,115.76,1,2436.36,53.6,796,720,"WCMB",237,1000681
30.495,43.75,30,26,33.76666667,0,2,0.553333333,0,2421.59,45.89,49,48,"NA",512,1000682
75.675,144,75,61,72.42,0.913333333,0,0,1,6890.99,147.39,137,214,"NA",1165,1000683
23.865,67,23.58,106,81.94,6.15,3.333333333,1.936666667,1,2381.98,45.98,80,109,"WCMB",810,1000684
109.33,2221,62.48,1195,0,0,0,0,0,4376.32,91.24,2465,2346,"WCMB",160,1000685
54.365,191,52.3725,145,91.17,39.04,20,20.7,0,3778.86,81.99,163,185,"WC",688,1000686
65.62,321.5,50,630,77.77,43.55333333,8,10.27,0,3428.43,68.01,361,702,"WCMB",97,1000687
106.6475,1093.5,50,331,440.6766667,360.5633333,68.66666667,55.83666667,0,3178.39,60.76,1133,1017,"WCMB",377,1000688
219.9475,3142,75,1167,1108.393333,987.0266667,187,229.8,0,9700.52,187.82,3026,2830,"WCMB",266,1000689
54.9875,292.25,55,286,142.3366667,54.27,8.333333333,5.433333333,0,2895.78,57.32,248,322,"NA",1524,1000690
35,0.5,35,2,0.413333333,0,0,0,1,1702.29,32.76,1,1,"NA",1585,1000691
104.285,1088.5,50,585,342.91,475.0566667,20.33333333,18.54333333,1,2888.56,57.34,1068,871,"WC",1118,1000692
30,131.25,30,272,79.28,23.94333333,4.666666667,3.57,1,1762.8,43.84,70,125,"WCMB",458,1000693
155.38,2776.75,84.99,1087,1020.67,1148.78,207,354.79,0,7172.93,146.86,2789,2711,"WCMB",626,1000694
5,0,5,0,0,0,0,0,1,1632.37,30.47,0,0,"NA",1584,1000695
